Gene / product (bioentity_label)	Gene / product (bioentity_name)	Organism	Type	Source	Synonyms
LBR	Delta(14)-sterol reductase LBR	Sus scrofa	protein	UniProtKB	
PSMB4	Proteasome subunit beta type-4	Sus scrofa	protein	UniProtKB	
DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	Sus scrofa	protein	UniProtKB	OST48
VDAC3	Voltage-dependent anion-selective channel protein 3	Sus scrofa	protein	UniProtKB	
NOTCH1	Neurogenic locus notch homolog protein 1	Sus scrofa	protein	UniProtKB	
GLUD1	glutamate dehydrogenase [NAD(P)(+)]	Sus scrofa	protein	UniProtKB	
PARVA	Alpha-parvin	Sus scrofa	protein	UniProtKB	
RBM28	RNA-binding protein 28	Sus scrofa	protein	UniProtKB	
P16225	Sodium/potassium ATPase inhibitor SPAI-2	Sus scrofa	protein	UniProtKB	
LGALS2	Galectin-2	Sus scrofa	protein	UniProtKB	
TPI1	Triosephosphate isomerase	Sus scrofa	protein	UniProtKB	
SOGA1	Suppressor of glucose, autophagy associated 1	Sus scrofa	protein	UniProtKB	
HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U like 1	Sus scrofa	protein	UniProtKB	
ARHGAP36	Rho-GAP domain-containing protein	Sus scrofa	protein	UniProtKB	
P80736	Leukocyte cysteine proteinase inhibitor 2	Sus scrofa	protein	UniProtKB	
FUT1	L-Fucosyltransferase	Sus scrofa	protein	UniProtKB	
LOC110259616	Olfactory receptor	Sus scrofa	protein	UniProtKB	LOC110259615
HJV	Hemojuvelin	Sus scrofa	protein	UniProtKB	
RPL35	60S ribosomal protein L35	Sus scrofa	protein	UniProtKB	
RBP3	Retinol-binding protein 3	Sus scrofa	protein	UniProtKB	
GDF2	TGF_BETA_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
GDF10	TGF_BETA_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
STRN3	Striatin domain-containing protein	Sus scrofa	protein	UniProtKB	
FRMPD2	FERM and PDZ domain-containing protein 2	Sus scrofa	protein	UniProtKB	
ADAM33	Disintegrin and metalloproteinase domain-containing protein 33	Sus scrofa	protein	UniProtKB	
LOC100737069	Olfactory receptor	Sus scrofa	protein	UniProtKB	
IDH3G	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	Sus scrofa	protein	UniProtKB	
A0A5G2QJF7	Uncharacterized protein	Sus scrofa	protein	UniProtKB	
A0A5G2QJF6	SAM_MT_RSMB_NOP domain-containing protein	Sus scrofa	protein	UniProtKB	
LRRC47	B3_4 domain-containing protein	Sus scrofa	protein	UniProtKB	
ZFC3H1	zf-C3H1 domain-containing protein	Sus scrofa	protein	UniProtKB	
SLC34A1	Sodium-dependent phosphate transport protein 2A	Sus scrofa	protein	UniProtKB	
CTNNBL1	DUF1716 domain-containing protein	Sus scrofa	protein	UniProtKB	
LOC100624085	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
ELOVL5	Elongation of very long chain fatty acids protein 5	Sus scrofa	protein	UniProtKB	
TTI1	TELO2-interacting protein 1 homolog	Sus scrofa	protein	UniProtKB	
CEP57L1	Centrosomal protein 57 like 1	Sus scrofa	protein	UniProtKB	
EPS8L2	SH3 domain-containing protein	Sus scrofa	protein	UniProtKB	
PPEF2	Serine/threonine-protein phosphatase with EF-hands	Sus scrofa	protein	UniProtKB	
ZNF423	Zinc finger protein 423	Sus scrofa	protein	UniProtKB	
LOC100156335	Olfactory receptor	Sus scrofa	protein	UniProtKB	
FAM83H	FAM83 domain-containing protein	Sus scrofa	protein	UniProtKB	
ATRN	Attractin	Sus scrofa	protein	UniProtKB	
MEOX2	Homeobox domain-containing protein	Sus scrofa	protein	UniProtKB	
ANKMY2	MYND-type domain-containing protein	Sus scrofa	protein	UniProtKB	
TOP2A	DNA topoisomerase 2-alpha	Sus scrofa	protein	UniProtKB	
AAK1	Protein kinase domain-containing protein	Sus scrofa	protein	UniProtKB	
A0A5G2QJD8	Ovule protein	Sus scrofa	protein	UniProtKB	
RPL27A	60S ribosomal protein L27a	Sus scrofa	protein	UniProtKB	
LOC110258223	Olfactory receptor	Sus scrofa	protein	UniProtKB	
TCF3	BHLH domain-containing protein	Sus scrofa	protein	UniProtKB	
RD3	Protein RD3	Sus scrofa	protein	UniProtKB	
ZNF471	Zinc finger protein 471	Sus scrofa	protein	UniProtKB	
KRT5	IF rod domain-containing protein	Sus scrofa	protein	UniProtKB	
CDC42BPB	non-specific serine/threonine protein kinase	Sus scrofa	protein	UniProtKB	
A0A287AYW1	Kinesin-like protein	Sus scrofa	protein	UniProtKB	
RNF139	RING-type domain-containing protein	Sus scrofa	protein	UniProtKB	
OSBPL9	Oxysterol-binding protein	Sus scrofa	protein	UniProtKB	
FERD3L	BHLH domain-containing protein	Sus scrofa	protein	UniProtKB	
PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3	Sus scrofa	protein	UniProtKB	
SNRPD2	Small nuclear ribonucleoprotein Sm D2	Sus scrofa	protein	UniProtKB	
SCARA3	Scavenger receptor class A member 3	Sus scrofa	protein	UniProtKB	
TNNC2	Troponin C, skeletal muscle	Sus scrofa	protein	UniProtKB	
UBQLN1	Ubiquilin-1	Sus scrofa	protein	UniProtKB	
LANCL3	LanC-like protein 3	Sus scrofa	protein	UniProtKB	
NSMCE4A	Non-structural maintenance of chromosomes element 4	Sus scrofa	protein	UniProtKB	
RPS28	40S ribosomal protein S28	Sus scrofa	protein	UniProtKB	
RPL32	60S ribosomal protein L32	Sus scrofa	protein	UniProtKB	
UTS2R	Urotensin-2 receptor	Sus scrofa	protein	UniProtKB	
LAT	Linker for activation of T-cells family member 1	Sus scrofa	protein	UniProtKB	
MEAF6	Chromatin modification-related protein MEAF6	Sus scrofa	protein	UniProtKB	
MRAS	Ras-related protein M-Ras	Sus scrofa	protein	UniProtKB	
SORD	Sorbitol dehydrogenase	Sus scrofa	protein	UniProtKB	
RPLP2	60S acidic ribosomal protein P2	Sus scrofa	protein	UniProtKB	
ITGB5	Integrin beta	Sus scrofa	protein	UniProtKB	
PLEKHG2	Pleckstrin homology domain-containing family G member 2	Sus scrofa	protein	UniProtKB	
KRT75	IF rod domain-containing protein	Sus scrofa	protein	UniProtKB	
MTMR3	protein-tyrosine-phosphatase	Sus scrofa	protein	UniProtKB	
SPDYA	Speedy protein A	Sus scrofa	protein	UniProtKB	
HPD	4-hydroxyphenylpyruvate dioxygenase	Sus scrofa	protein	UniProtKB	
RPS19	40S ribosomal protein S19	Sus scrofa	protein	UniProtKB	
ATP5IF1	ATPase inhibitor, mitochondrial	Sus scrofa	protein	UniProtKB	ATPI|ATPIF1
RPS14	40S ribosomal protein S14	Sus scrofa	protein	UniProtKB	
ABCA13	ABC transporter domain-containing protein	Sus scrofa	protein	UniProtKB	
SEC61A1	Plug_translocon domain-containing protein	Sus scrofa	protein	UniProtKB	
ZDHHC14	Palmitoyltransferase	Sus scrofa	protein	UniProtKB	
A0A287AYT5	Olfactory receptor	Sus scrofa	protein	UniProtKB	
PDXP	Pyridoxal phosphatase	Sus scrofa	protein	UniProtKB	
LOC110261306	Zinc finger protein 264	Sus scrofa	protein	UniProtKB	
ACOT12	Acyl-CoA thioesterase 12	Sus scrofa	protein	UniProtKB	
EPOR	Erythropoietin receptor	Sus scrofa	protein	UniProtKB	
PIWIL2	Piwi-like protein 2	Sus scrofa	protein	UniProtKB	
A0A286ZQR6	Dynein light chain	Sus scrofa	protein	UniProtKB	
GJA8	Gap junction protein	Sus scrofa	protein	UniProtKB	
LOC100515044	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
PYY	Peptide YY	Sus scrofa	protein	UniProtKB	
A0A287AZ41	60S ribosomal protein L17	Sus scrofa	protein	UniProtKB	
RPS29	40S ribosomal protein S29	Sus scrofa	protein	UniProtKB	
PREP	Prolyl endopeptidase	Sus scrofa	protein	UniProtKB	
GPN1	GPN-loop GTPase	Sus scrofa	protein	UniProtKB	
TXNRD1	Thioredoxin reductase 1, cytoplasmic	Sus scrofa	protein	UniProtKB	
AP1M1	AP-1 complex subunit mu-1	Sus scrofa	protein	UniProtKB	
A0A287AYR8	LIM domain binding 3	Sus scrofa	protein	UniProtKB	
TUBB2B	Tubulin beta chain	Sus scrofa	protein	UniProtKB	
BHLHE41	Class E basic helix-loop-helix protein 41	Sus scrofa	protein	UniProtKB	
LAMTOR3	Ragulator complex protein LAMTOR3	Sus scrofa	protein	UniProtKB	
LRFN1	Leucine-rich repeat and fibronectin type III domain-containing protein 1	Sus scrofa	protein	UniProtKB	
WIZ	Protein Wiz	Sus scrofa	protein	UniProtKB	
TCF23	BHLH domain-containing protein	Sus scrofa	protein	UniProtKB	
SLC2A10	MFS domain-containing protein	Sus scrofa	protein	UniProtKB	
PREB	Prolactin regulatory element-binding protein	Sus scrofa	protein	UniProtKB	
ABHD1	AB hydrolase-1 domain-containing protein	Sus scrofa	protein	UniProtKB	
IKZF5	IKAROS family zinc finger 5	Sus scrofa	protein	UniProtKB	
CTLA4	Cytotoxic T-lymphocyte protein 4	Sus scrofa	protein	UniProtKB	
CA10	Carbonic anhydrase-related protein 10	Sus scrofa	protein	UniProtKB	
ACO2	Aconitate hydratase, mitochondrial	Sus scrofa	protein	UniProtKB	
XRCC2	RECA_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
RAMP3	Receptor activity-modifying protein 3	Sus scrofa	protein	UniProtKB	
LOC110256282	Keratin-associated protein 12-1-like	Sus scrofa	protein	UniProtKB	
OVOL2	Ovo like zinc finger 2	Sus scrofa	protein	UniProtKB	
LRRC70	LRRCT domain-containing protein	Sus scrofa	protein	UniProtKB	
TOM1	Target of Myb protein 1	Sus scrofa	protein	UniProtKB	
TRIP13	Pachytene checkpoint protein 2 homolog	Sus scrofa	protein	UniProtKB	
AARS2	Alanine--tRNA ligase	Sus scrofa	protein	UniProtKB	AARS
TGFBR3	Transforming growth factor beta receptor type 3	Sus scrofa	protein	UniProtKB	
ARID3C	AT-rich interaction domain 3C	Sus scrofa	protein	UniProtKB	
LPGAT1	PlsC domain-containing protein	Sus scrofa	protein	UniProtKB	
PTGDS	Prostaglandin-H2 D-isomerase	Sus scrofa	protein	UniProtKB	
CELF4	CUGBP Elav-like family member 4	Sus scrofa	protein	UniProtKB	
COMMD1	COMM domain-containing protein 1	Sus scrofa	protein	UniProtKB	
TPD52L2	Tumor protein D54	Sus scrofa	protein	UniProtKB	
CNTFR	Ciliary neurotrophic factor receptor subunit alpha	Sus scrofa	protein	UniProtKB	
TPO	Thyroid peroxidase	Sus scrofa	protein	UniProtKB	
PQBP1	WW domain-containing protein	Sus scrofa	protein	UniProtKB	
NPEPL1	CYTOSOL_AP domain-containing protein	Sus scrofa	protein	UniProtKB	
KIF24	Kinesin-like protein KIF24	Sus scrofa	protein	UniProtKB	
TXK	Tyrosine-protein kinase	Sus scrofa	protein	UniProtKB	
TEC	Tyrosine-protein kinase	Sus scrofa	protein	UniProtKB	
SLC10A4	Sodium/bile acid cotransporter 4	Sus scrofa	protein	UniProtKB	
ENTPD1	Ectonucleoside triphosphate diphosphohydrolase 1	Sus scrofa	protein	UniProtKB	CD39
LOC110259022	Olfactory receptor	Sus scrofa	protein	UniProtKB	
TSPOAP1	Peripheral-type benzodiazepine receptor-associated protein 1	Sus scrofa	protein	UniProtKB	
EDF1	HTH cro/C1-type domain-containing protein	Sus scrofa	protein	UniProtKB	
DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	Sus scrofa	protein	UniProtKB	
INSC	INSC_LBD domain-containing protein	Sus scrofa	protein	UniProtKB	
PKN1	protein kinase C	Sus scrofa	protein	UniProtKB	
BNC1	Basonuclin 1	Sus scrofa	protein	UniProtKB	
A0A287AYN5	Movement protein	Sus scrofa	protein	UniProtKB	
ATP5ME	ATP synthase subunit e, mitochondrial	Sus scrofa	protein	UniProtKB	ATP5I
A0A286ZQU2	Peptidase S1 domain-containing protein	Sus scrofa	protein	UniProtKB	
MRGPRF	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
RIPK3	Protein kinase domain-containing protein	Sus scrofa	protein	UniProtKB	
SKIL	c-SKI_SMAD_bind domain-containing protein	Sus scrofa	protein	UniProtKB	
LOC100518077	Olfactory receptor	Sus scrofa	protein	UniProtKB	
CDHR2	Cadherin related family member 2	Sus scrofa	protein	UniProtKB	
A0A287AYL3	Olfactory receptor	Sus scrofa	protein	UniProtKB	
NDUFC2	NADH dehydrogenase [ubiquinone] 1 subunit C2	Sus scrofa	protein	UniProtKB	
HOXC6	Homeobox domain-containing protein	Sus scrofa	protein	UniProtKB	
PRR3	Proline-rich protein 3	Sus scrofa	protein	UniProtKB	CAT56
RNMT	mRNA cap guanine-N7 methyltransferase	Sus scrofa	protein	UniProtKB	
A0A5G2QIW4	Vomeronasal type-1 receptor	Sus scrofa	protein	UniProtKB	
OR8B12	Olfactory receptor	Sus scrofa	protein	UniProtKB	
SERTM1	Serine-rich and transmembrane domain-containing protein 1	Sus scrofa	protein	UniProtKB	
RAB3IP	Sec2p domain-containing protein	Sus scrofa	protein	UniProtKB	
EIF4B	Eukaryotic translation initiation factor 4B	Sus scrofa	protein	UniProtKB	
CAPRIN1	Caprin-1	Sus scrofa	protein	UniProtKB	
EGF	Pro-epidermal growth factor	Sus scrofa	protein	UniProtKB	
BABAM1	BRISC and BRCA1-A complex member 1	Sus scrofa	protein	UniProtKB	
TAS2R10	Taste receptor type 2	Sus scrofa	protein	UniProtKB	
NEK5	Protein kinase domain-containing protein	Sus scrofa	protein	UniProtKB	
MAP3K20	Mitogen-activated protein kinase kinase kinase 20	Sus scrofa	protein	UniProtKB	
SERPINF1	SERPIN domain-containing protein	Sus scrofa	protein	UniProtKB	
GAS6	Growth arrest specific 6	Sus scrofa	protein	UniProtKB	
CH25H	Cholesterol 25-hydroxylase	Sus scrofa	protein	UniProtKB	
CD59	CD59 glycoprotein	Sus scrofa	protein	UniProtKB	
VDAC1	Voltage-dependent anion-selective channel protein 1	Sus scrofa	protein	UniProtKB	
VDAC2	Voltage-dependent anion-selective channel protein 2	Sus scrofa	protein	UniProtKB	
PRKAG3	5'-AMP-activated protein kinase subunit gamma-3	Sus scrofa	protein	UniProtKB	
A0A5G2QJ65	RNA-directed DNA polymerase	Sus scrofa	protein	UniProtKB	
SGPP2	acidPPc domain-containing protein	Sus scrofa	protein	UniProtKB	
SLC6A8	Transporter	Sus scrofa	protein	UniProtKB	
LOC110257687	NTF2 domain-containing protein	Sus scrofa	protein	UniProtKB	
CSF1R	receptor protein-tyrosine kinase	Sus scrofa	protein	UniProtKB	
RFX2	RFX-type winged-helix domain-containing protein	Sus scrofa	protein	UniProtKB	
RAX2	Retina and anterior neural fold homeobox protein 2	Sus scrofa	protein	UniProtKB	
LOC100516735	Olfactory receptor	Sus scrofa	protein	UniProtKB	
GALC	Galactocerebrosidase	Sus scrofa	protein	UniProtKB	
MON1B	Vacuolar fusion protein MON1 homolog	Sus scrofa	protein	UniProtKB	
SLC25A40	Mitochondrial glutathione transporter SLC25A40	Sus scrofa	protein	UniProtKB	
PPP1R14D	Protein phosphatase 1 regulatory subunit 14	Sus scrofa	protein	UniProtKB	
MCHR1	Melanin-concentrating hormone receptor 1	Sus scrofa	protein	UniProtKB	GPR24
PARD6B	Partitioning defective 6 homolog beta	Sus scrofa	protein	UniProtKB	CH242-4C12.1-001
ADNP	ADNP protein	Sus scrofa	protein	UniProtKB	CH242-4C12.3-001
NUDT21	Cleavage and polyadenylation specificity factor subunit 5	Sus scrofa	protein	UniProtKB	
SNRPA1	LRRcap domain-containing protein	Sus scrofa	protein	UniProtKB	
PSTPIP1	Proline-serine-threonine phosphatase-interacting protein 1	Sus scrofa	protein	UniProtKB	
PTPN21	Tyrosine-protein phosphatase non-receptor type	Sus scrofa	protein	UniProtKB	
AP1AR	AP-1 complex-associated regulatory protein	Sus scrofa	protein	UniProtKB	
DNASE2	deoxyribonuclease II	Sus scrofa	protein	UniProtKB	
MAST1	non-specific serine/threonine protein kinase	Sus scrofa	protein	UniProtKB	
BEST2	Bestrophin	Sus scrofa	protein	UniProtKB	
CDKN3	Cyclin-dependent kinase inhibitor 3	Sus scrofa	protein	UniProtKB	KAP
ZNF280C	C2H2-type domain-containing protein	Sus scrofa	protein	UniProtKB	
TANC1	Protein TANC1	Sus scrofa	protein	UniProtKB	
ROCK1	Rho-associated protein kinase	Sus scrofa	protein	UniProtKB	
MRPS31	28S ribosomal protein S31, mitochondrial	Sus scrofa	protein	UniProtKB	
AAAS	Aladin	Sus scrofa	protein	UniProtKB	
GJB3	Gap junction protein	Sus scrofa	protein	UniProtKB	
TMEM237	Transmembrane protein 237	Sus scrofa	protein	UniProtKB	
ZNF484	Zinc finger protein 484	Sus scrofa	protein	UniProtKB	
RALGAPB	Rap-GAP domain-containing protein	Sus scrofa	protein	UniProtKB	
SLC32A1	Aa_trans domain-containing protein	Sus scrofa	protein	UniProtKB	
NOL6	Nucleolar protein 6	Sus scrofa	protein	UniProtKB	
ERCC6	Helicase ATP-binding domain-containing protein	Sus scrofa	protein	UniProtKB	
IL5	Interleukin-5	Sus scrofa	protein	UniProtKB	
E4F1	Transcription factor E4F1	Sus scrofa	protein	UniProtKB	
MRPS12	Mitochondrial ribosomal protein S12	Sus scrofa	protein	UniProtKB	
PPP1R16B	Protein phosphatase 1 regulatory subunit 16B	Sus scrofa	protein	UniProtKB	
RCAN1	Calcipressin-1	Sus scrofa	protein	UniProtKB	
CHMP5	CHMP5 protein	Sus scrofa	protein	UniProtKB	
OSGIN1	Pyr_redox_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
PARG	poly(ADP-ribose) glycohydrolase	Sus scrofa	protein	UniProtKB	
OCIAD2	OCIA domain-containing protein	Sus scrofa	protein	UniProtKB	
NCOA4	Nuclear receptor coactivator 4	Sus scrofa	protein	UniProtKB	
NASP	Nuclear autoantigenic sperm protein	Sus scrofa	protein	UniProtKB	
SIK2	non-specific serine/threonine protein kinase	Sus scrofa	protein	UniProtKB	
LOC106505477	Olfactory receptor	Sus scrofa	protein	UniProtKB	
A0A5G2QIQ2	Olfactory receptor	Sus scrofa	protein	UniProtKB	
TPO	Thyroid peroxidase	Sus scrofa	protein	UniProtKB	
SNAI1	Snail family transcriptional repressor 1	Sus scrofa	protein	UniProtKB	
DCUN1D4	DCN1-like protein	Sus scrofa	protein	UniProtKB	
LOC100156936	Interferon alpha-1	Sus scrofa	protein	UniProtKB	IFN-alpha-11
PLCG1	Phosphoinositide phospholipase C	Sus scrofa	protein	UniProtKB	
SPINK4	Kazal-like domain-containing protein	Sus scrofa	protein	UniProtKB	
DNAJA1	DnaJ homolog subfamily A member 1	Sus scrofa	protein	UniProtKB	
TMEM215	Transmembrane protein 215	Sus scrofa	protein	UniProtKB	
ZFAND4	Zinc finger AN1-type containing 4	Sus scrofa	protein	UniProtKB	
A0A5G2QJ18	Ovule protein	Sus scrofa	protein	UniProtKB	
CELA1	Peptidase S1 domain-containing protein	Sus scrofa	protein	UniProtKB	
A0A5G2QIP1	G_PROTEIN_RECEP_F1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
SPATA25	Spermatogenesis associated 25	Sus scrofa	protein	UniProtKB	
MAP1A	LOW QUALITY PROTEIN: microtubule-associated protein 1A	Sus scrofa	protein	UniProtKB	
MARCHF8	E3 ubiquitin-protein ligase MARCH8	Sus scrofa	protein	UniProtKB	
WDR73	WD repeat-containing protein 73	Sus scrofa	protein	UniProtKB	
RASL11B	Ras-like protein family member 11B	Sus scrofa	protein	UniProtKB	
GGN	Gametogenetin	Sus scrofa	protein	UniProtKB	
GSX2	Homeobox domain-containing protein	Sus scrofa	protein	UniProtKB	
TRAF6	TNF receptor-associated factor 6	Sus scrofa	protein	UniProtKB	
DNAI3	Dynein axonemal intermediate chain 3	Sus scrofa	protein	UniProtKB	WDR63
LOC100513119	Protein kinase domain-containing protein	Sus scrofa	protein	UniProtKB	
IFT52	ABC_transp_aux domain-containing protein	Sus scrofa	protein	UniProtKB	
WAC	WW domain-containing protein	Sus scrofa	protein	UniProtKB	
MYBL2	Myb-related protein B	Sus scrofa	protein	UniProtKB	
SLC9A3R2	PDZ domain-containing protein	Sus scrofa	protein	UniProtKB	
PDGFRA	Platelet-derived growth factor receptor alpha	Sus scrofa	protein	UniProtKB	
KCNA10	BTB domain-containing protein	Sus scrofa	protein	UniProtKB	
LOC100517735	Hexosyltransferase	Sus scrofa	protein	UniProtKB	
IDO1	Indoleamine 2,3-dioxygenase 1	Sus scrofa	protein	UniProtKB	
ADAM18	Disintegrin and metalloproteinase domain-containing protein 18	Sus scrofa	protein	UniProtKB	
ADAM3A	Disintegrin and metalloproteinase domain-containing protein 5-like	Sus scrofa	protein	UniProtKB	
ZMAT4	Zinc finger matrin-type 4	Sus scrofa	protein	UniProtKB	
KRT19	IF rod domain-containing protein	Sus scrofa	protein	UniProtKB	
P14610	Acetyl-CoA acetyltransferase	Sus scrofa	protein	UniProtKB	
SLC6A12	Transporter	Sus scrofa	protein	UniProtKB	
FBXW8	F-box domain-containing protein	Sus scrofa	protein	UniProtKB	
LURAP1L	Leucine rich adaptor protein 1-like	Sus scrofa	protein	UniProtKB	
ELP5	Elongator complex protein 5	Sus scrofa	protein	UniProtKB	
OAS1	OAS1_C domain-containing protein	Sus scrofa	protein	UniProtKB	
TMEM233	Transmembrane protein 233	Sus scrofa	protein	UniProtKB	
ZCCHC4	rRNA N6-adenosine-methyltransferase ZCCHC4	Sus scrofa	protein	UniProtKB	
MATN4	Matrilin-4	Sus scrofa	protein	UniProtKB	
DKK4	Dickkopf WNT signaling pathway inhibitor 4	Sus scrofa	protein	UniProtKB	
DPYSL5	Amidohydro-rel domain-containing protein	Sus scrofa	protein	UniProtKB	
PLAT	Plasminogen activator	Sus scrofa	protein	UniProtKB	
MARCHF9	RING-type E3 ubiquitin transferase	Sus scrofa	protein	UniProtKB	
AP3M2	AP-3 complex subunit mu-2	Sus scrofa	protein	UniProtKB	
UPF2	Regulator of nonsense transcripts 2	Sus scrofa	protein	UniProtKB	
ABRAXAS2	MPN domain-containing protein	Sus scrofa	protein	UniProtKB	
MEF2D	MADS-box domain-containing protein	Sus scrofa	protein	UniProtKB	
HBA	Hemoglobin subunit alpha	Sus scrofa	protein	UniProtKB	
MPP1	Coagulation factor VIII	Sus scrofa	protein	UniProtKB	
CSTB	Cystatin-B	Sus scrofa	protein	UniProtKB	CST6|STFB
SPTLC2	Aminotran_1_2 domain-containing protein	Sus scrofa	protein	UniProtKB	
AHSA1	Aha1_N domain-containing protein	Sus scrofa	protein	UniProtKB	
COX19	CHCH domain-containing protein	Sus scrofa	protein	UniProtKB	
GTF2A1	Transcription initiation factor IIA subunit 1	Sus scrofa	protein	UniProtKB	
KTI12	Protein KTI12 homolog	Sus scrofa	protein	UniProtKB	
CCL5	C-C motif chemokine 5	Sus scrofa	protein	UniProtKB	SCYA5
DEK	SAP domain-containing protein	Sus scrofa	protein	UniProtKB	
CIB4	EF-hand domain-containing protein	Sus scrofa	protein	UniProtKB	
CTBP2	C-terminal binding protein 2	Sus scrofa	protein	UniProtKB	
OMA1	OMA1 zinc metallopeptidase	Sus scrofa	protein	UniProtKB	
DRC1	Dynein regulatory complex protein 1	Sus scrofa	protein	UniProtKB	
HADHB	Hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	Sus scrofa	protein	UniProtKB	
PPP1R1B	Protein phosphatase 1 regulatory subunit 1B	Sus scrofa	protein	UniProtKB	
F1RKM7	Zinc finger protein 585A	Sus scrofa	protein	UniProtKB	
TSKU	Tsukushin	Sus scrofa	protein	UniProtKB	
OAZ1	Ornithine decarboxylase antizyme 1	Sus scrofa	protein	UniProtKB	
PBX1	PBC domain-containing protein	Sus scrofa	protein	UniProtKB	
